,disease,occurrences,symptoms
684,UMLS:C0006277_bronchitis,172,UMLS:C0553668_labored breathing
685,UMLS:C0006277_bronchitis,172,UMLS:C1260880_snuffle
686,UMLS:C0006277_bronchitis,172,UMLS:C0239133_hacking cough
687,UMLS:C0006277_bronchitis,172,UMLS:C0013404_dyspnea
688,UMLS:C0006277_bronchitis,172,UMLS:C0085593_chill
689,UMLS:C0006277_bronchitis,172,UMLS:C0038450_stridor
690,UMLS:C0006277_bronchitis,172,UMLS:C0043096_decreased body weight
691,UMLS:C0018989_hemiparesis,171,UMLS:C0013362_dysarthria
692,UMLS:C0018989_hemiparesis,171,UMLS:C0030552_paresis
693,UMLS:C0018989_hemiparesis,171,UMLS:C0004093_asthenia
694,UMLS:C0018989_hemiparesis,171,UMLS:C0221470_aphagia
695,UMLS:C0018989_hemiparesis,171,UMLS:C0036572_seizure
696,UMLS:C0018989_hemiparesis,171,UMLS:C0234518_speech slurred
697,UMLS:C0018989_hemiparesis,171,UMLS:C0751495_focal seizures
698,UMLS:C0018989_hemiparesis,171,UMLS:C0018991_hemiplegia
699,UMLS:C0018989_hemiparesis,171,UMLS:C0423571_abnormal sensation
700,UMLS:C0018989_hemiparesis,171,UMLS:C0241526_unresponsiveness
701,UMLS:C0018989_hemiparesis,171,UMLS:C0085628_stupor
702,UMLS:C0018989_hemiparesis,171,UMLS:C0013144_drowsiness^UMLS:C0234450_sleepy
703,UMLS:C0018989_hemiparesis,171,UMLS:C0231890_fremitus
704,UMLS:C0018989_hemiparesis,171,UMLS:C0271276_Stahli's line
705,UMLS:C0018989_hemiparesis,171,UMLS:C0677500_stinging sensation
706,UMLS:C0018989_hemiparesis,171,UMLS:C0522224_paralyse
707,UMLS:C0018989_hemiparesis,171,UMLS:C0009024_clonus
708,UMLS:C0018989_hemiparesis,171,UMLS:C0427055_facial paresis
709,UMLS:C0029456_osteoporosis,169,UMLS:C0242453_prostatism
710,UMLS:C0029456_osteoporosis,169,UMLS:C0085639_fall
711,UMLS:C0029456_osteoporosis,169,UMLS:C0019572_hirsutism
712,UMLS:C0029456_osteoporosis,169,UMLS:C0558361_sniffle
713,UMLS:C0029456_osteoporosis,169,UMLS:C0000731_distended  abdomen
714,UMLS:C0029456_osteoporosis,169,UMLS:C0042571_vertigo
715,UMLS:C0029456_osteoporosis,169,UMLS:C0239832_numbness  of hand
716,UMLS:C0029456_osteoporosis,169,UMLS:C0233565_bradykinesia
717,UMLS:C0029456_osteoporosis,169,UMLS:C0030193_pain
718,UMLS:C0029456_osteoporosis,169,UMLS:C0039070_syncope
719,UMLS:C0029456_osteoporosis,169,UMLS:C0848168_out  of breath
720,UMLS:C0029456_osteoporosis,169,UMLS:C0277797_apyrexial
721,UMLS:C0029456_osteoporosis,169,UMLS:C0150045_urge  incontinence
722,UMLS:C0029456_osteoporosis,169,UMLS:C0220870_lightheadedness
723,UMLS:C0007787_transient  ischemic attack,168,UMLS:C0234518_speech slurred
724,UMLS:C0007787_transient  ischemic attack,168,UMLS:C0013362_dysarthria
725,UMLS:C0007787_transient  ischemic attack,168,UMLS:C0427055_facial paresis
726,UMLS:C0007787_transient  ischemic attack,168,UMLS:C0004093_asthenia
727,UMLS:C0007787_transient  ischemic attack,168,UMLS:C0151315_neck stiffness
728,UMLS:C0007787_transient  ischemic attack,168,UMLS:C0042571_vertigo
729,UMLS:C0007787_transient  ischemic attack,168,UMLS:C0028643_numbness
730,UMLS:C0007787_transient  ischemic attack,168,UMLS:C0220870_lightheadedness
731,UMLS:C0007787_transient  ischemic attack,168,UMLS:C0234133_extrapyramidal sign
732,UMLS:C0007787_transient  ischemic attack,168,UMLS:C0271276_Stahli's line
733,UMLS:C0007787_transient  ischemic attack,168,UMLS:C0344232_vision blurred
734,UMLS:C0007787_transient  ischemic attack,168,UMLS:C0018681_headache
735,UMLS:C0007787_transient  ischemic attack,168,UMLS:C0848277_room spinning
736,UMLS:C0007787_transient  ischemic attack,168,UMLS:C0039070_syncope
737,UMLS:C0007787_transient  ischemic attack,168,UMLS:C1299586_difficulty
738,UMLS:C0007787_transient  ischemic attack,168,UMLS:C0423982_rambling speech
739,UMLS:C0007787_transient  ischemic attack,168,UMLS:C0233844_clumsiness
740,UMLS:C0001418_adenocarcinoma,166,UMLS:C0577559_mass of body structure
741,UMLS:C0001418_adenocarcinoma,166,UMLS:C0221198_lesion
742,UMLS:C0001418_adenocarcinoma,166,UMLS:C0043096_decreased body weight
743,UMLS:C0001418_adenocarcinoma,166,UMLS:C0009806_constipation
744,UMLS:C0001418_adenocarcinoma,166,UMLS:C0231890_fremitus
745,UMLS:C0001418_adenocarcinoma,166,UMLS:C0278014_decreased stool caliber
746,UMLS:C0001418_adenocarcinoma,166,UMLS:C0239233_satiety early
747,UMLS:C0001418_adenocarcinoma,166,UMLS:C0018932_hematochezia
748,UMLS:C0001418_adenocarcinoma,166,UMLS:C0231872_egophony
749,UMLS:C0001418_adenocarcinoma,166,UMLS:C0030193_pain
750,UMLS:C0001418_adenocarcinoma,166,UMLS:C0008767_cicatrisation^UMLS:C0241158_scar tissue
751,UMLS:C0001418_adenocarcinoma,166,UMLS:C0000737_pain abdominal
752,UMLS:C1456784_paranoia,165,UMLS:C0233762_hallucinations auditory
753,UMLS:C1456784_paranoia,165,UMLS:C0233763_hallucinations visual
754,UMLS:C1456784_paranoia,165,UMLS:C0085631_agitation
755,UMLS:C1456784_paranoia,165,UMLS:C0022107_irritable mood
756,UMLS:C1456784_paranoia,165,UMLS:C0424068_verbal auditory hallucinations
757,UMLS:C1456784_paranoia,165,UMLS:C0424000_feeling suicidal
758,UMLS:C1456784_paranoia,165,UMLS:C0438696_suicidal
759,UMLS:C1456784_paranoia,165,UMLS:C0558261_terrify
760,UMLS:C1456784_paranoia,165,UMLS:C0233647_neologism
761,UMLS:C1456784_paranoia,165,UMLS:C0237154_homelessness
762,UMLS:C1456784_paranoia,165,UMLS:C0455769_energy increased
763,UMLS:C1456784_paranoia,165,UMLS:C0344315_mood depressed
764,UMLS:C1456784_paranoia,165,UMLS:C0231187_decompensation
765,UMLS:C1456784_paranoia,165,UMLS:C0008767_cicatrisation^UMLS:C0241158_scar tissue
766,UMLS:C1456784_paranoia,165,UMLS:C0312422_blackout
767,UMLS:C1456784_paranoia,165,UMLS:C0240233_loose associations
768,UMLS:C0030305_pancreatitis,165,UMLS:C0042963_vomiting
769,UMLS:C0030305_pancreatitis,165,UMLS:C0000737_pain abdominal
770,UMLS:C0030305_pancreatitis,165,UMLS:C0027497_nausea
771,UMLS:C0030305_pancreatitis,165,UMLS:C0030193_pain
772,UMLS:C0030305_pancreatitis,165,UMLS:C0011991_diarrhea
773,UMLS:C0030305_pancreatitis,165,UMLS:C0241252_stool color yellow
774,UMLS:C0030305_pancreatitis,165,UMLS:C0424790_rigor - temperature-associated observation
775,UMLS:C0030305_pancreatitis,165,UMLS:C0277797_apyrexial
776,UMLS:C0030305_pancreatitis,165,UMLS:C0234233_sore to touch
777,UMLS:C0021167_incontinence,165,UMLS:C0221166_paraparesis
778,UMLS:C0021167_incontinence,165,UMLS:C0036572_seizure
779,UMLS:C0021167_incontinence,165,UMLS:C0004093_asthenia
780,UMLS:C0021167_incontinence,165,UMLS:C0150045_urge incontinence
781,UMLS:C0021167_incontinence,165,UMLS:C0041657_unconscious state
782,UMLS:C0021167_incontinence,165,UMLS:C0236018_aura
783,UMLS:C0021167_incontinence,165,UMLS:C0554980_moody
784,UMLS:C0021167_incontinence,165,UMLS:C0877040_fear of falling
785,UMLS:C0021167_incontinence,165,UMLS:C0040822_tremor
786,UMLS:C0021167_incontinence,165,UMLS:C0037763_spasm
787,UMLS:C0021167_incontinence,165,UMLS:C0847488_unhappy
788,UMLS:C0021167_incontinence,165,UMLS:C0039070_syncope
789,UMLS:C0021167_incontinence,165,UMLS:C0085639_fall
790,UMLS:C0021167_incontinence,165,UMLS:C0427008_stiffness
791,UMLS:C0021167_incontinence,165,UMLS:C0241526_unresponsiveness
792,UMLS:C0013405_paroxysmal  dyspnea,165,UMLS:C0085619_orthopnea
793,UMLS:C0013405_paroxysmal  dyspnea,165,UMLS:C0392680_shortness of breath
794,UMLS:C0013405_paroxysmal  dyspnea,165,UMLS:C0231807_dyspnea on exertion
795,UMLS:C0013405_paroxysmal  dyspnea,165,UMLS:C0240100_jugular venous distention
796,UMLS:C0013405_paroxysmal  dyspnea,165,UMLS:C0034642_rale
797,UMLS:C0013405_paroxysmal  dyspnea,165,UMLS:C0008031_pain chest
798,UMLS:C0013405_paroxysmal  dyspnea,165,UMLS:C0030252_palpitation
799,UMLS:C0013405_paroxysmal  dyspnea,165,UMLS:C0038990_sweat^UMLS:C0700590_sweating increased
800,UMLS:C0013405_paroxysmal  dyspnea,165,UMLS:C0043094_weight gain
801,UMLS:C0013405_paroxysmal  dyspnea,165,UMLS:C0010200_cough
802,UMLS:C0013405_paroxysmal  dyspnea,165,UMLS:C0013404_dyspnea
803,UMLS:C0019270_hernia,164,UMLS:C0000737_pain abdominal
804,UMLS:C0019270_hernia,164,UMLS:C0030193_pain
805,UMLS:C0019270_hernia,164,UMLS:C0020578_hyperventilation
806,UMLS:C0019270_hernia,164,UMLS:C0278141_excruciating pain
807,UMLS:C0019270_hernia,164,UMLS:C0016927_gag
808,UMLS:C0019270_hernia,164,UMLS:C0027497_nausea
809,UMLS:C0019270_hernia,164,UMLS:C0872410_posturing
810,UMLS:C0019270_hernia,164,UMLS:C0018991_hemiplegia
811,UMLS:C0019270_hernia,164,UMLS:C0234233_sore to touch
812,UMLS:C0019270_hernia,164,UMLS:C0019080_haemorrhage
813,UMLS:C0019270_hernia,164,UMLS:C0277797_apyrexial
814,UMLS:C0019270_hernia,164,UMLS:C0149696_food intolerance
815,UMLS:C0019270_hernia,164,UMLS:C0277899_pulse absent
816,UMLS:C0019270_hernia,164,UMLS:C0004093_asthenia
817,UMLS:C0019270_hernia,164,UMLS:C0577559_mass of body structure
818,UMLS:C0019270_hernia,164,UMLS:C0205400_thicken
819,UMLS:C0376358_malignant  neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0018965_hematuria
820,UMLS:C0376358_malignant  neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0392699_dysesthesia
821,UMLS:C0376358_malignant  neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0004093_asthenia
822,UMLS:C0376358_malignant  neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0521516_polymyalgia
823,UMLS:C0376358_malignant  neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0848621_passed stones
824,UMLS:C0376358_malignant  neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0008033_pleuritic pain
825,UMLS:C0376358_malignant  neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0744492_guaiac positive
826,UMLS:C0376358_malignant  neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0034642_rale
827,UMLS:C0376358_malignant  neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0238844_breath sounds decreased
828,UMLS:C0376358_malignant  neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0150045_urge incontinence
829,UMLS:C0376358_malignant  neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0013428_dysuria
830,UMLS:C0376358_malignant  neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0011991_diarrhea
831,UMLS:C0376358_malignant  neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0042571_vertigo
832,UMLS:C0376358_malignant  neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0151878_qt interval prolonged
833,UMLS:C0376358_malignant  neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0004134_ataxia
834,UMLS:C0376358_malignant  neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0030552_paresis
835,UMLS:C0376358_malignant  neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0271202_hemianopsia homonymous
836,UMLS:C0376358_malignant  neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C1269955_tumor cell invasion
837,UMLS:C0376358_malignant  neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0578150_hemodynamically stable
838,UMLS:C0376358_malignant  neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0577559_mass of body structure
839,UMLS:C0376358_malignant  neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0035508_rhonchus
840,UMLS:C0376358_malignant  neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0149746_orthostasis
841,UMLS:C0376358_malignant  neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163,UMLS:C0043096_decreased body weight
842,UMLS:C0034063_edema  pulmonary,161,UMLS:C0085606_urgency of micturition
843,UMLS:C0034063_edema  pulmonary,161,UMLS:C0392680_shortness of breath
844,UMLS:C0034063_edema  pulmonary,161,UMLS:C0034642_rale
845,UMLS:C0034063_edema  pulmonary,161,UMLS:C0231835_tachypnea
846,UMLS:C0034063_edema  pulmonary,161,UMLS:C0085619_orthopnea
847,UMLS:C0034063_edema  pulmonary,161,UMLS:C0018862_Heberden's node
848,UMLS:C0034063_edema  pulmonary,161,UMLS:C0240100_jugular venous distention
849,UMLS:C0034063_edema  pulmonary,161,UMLS:C0013404_dyspnea
850,UMLS:C0034063_edema  pulmonary,161,UMLS:C0038990_sweat^UMLS:C0700590_sweating increased
851,UMLS:C0034063_edema  pulmonary,161,UMLS:C0376405_patient non compliance
852,UMLS:C0034063_edema  pulmonary,161,UMLS:C0235710_chest discomfort
853,UMLS:C0034063_edema  pulmonary,161,UMLS:C0020461_hyperkalemia
854,UMLS:C0034063_edema  pulmonary,161,UMLS:C0232201_sinus rhythm
855,UMLS:C0034063_edema  pulmonary,161,UMLS:C0008031_pain chest
856,UMLS:C0034063_edema  pulmonary,161,UMLS:C0020649_hypotension
857,UMLS:C0034063_edema  pulmonary,161,UMLS:C0043144_wheezing
858,UMLS:C0024228_lymphatic  diseases,160,UMLS:C0030193_pain
859,UMLS:C0024228_lymphatic  diseases,160,UMLS:C0577559_mass of body structure
860,UMLS:C0024228_lymphatic  diseases,160,UMLS:C0028081_night sweat
861,UMLS:C0024228_lymphatic  diseases,160,UMLS:C0038002_splenomegaly
862,UMLS:C0024228_lymphatic  diseases,160,UMLS:C0221198_lesion
863,UMLS:C0024228_lymphatic  diseases,160,UMLS:C0085593_chill
864,UMLS:C0024228_lymphatic  diseases,160,UMLS:C0043096_decreased body weight
865,UMLS:C0024228_lymphatic  diseases,160,UMLS:C0038999_swelling
866,UMLS:C0024228_lymphatic  diseases,160,UMLS:C0015967_fever
867,UMLS:C0024228_lymphatic  diseases,160,UMLS:C0034880_hyperacusis
868,UMLS:C0024228_lymphatic  diseases,160,UMLS:C0231890_fremitus
869,UMLS:C0024228_lymphatic  diseases,160,UMLS:C0850149_non-productive cough
870,UMLS:C0024228_lymphatic  diseases,160,UMLS:C0231872_egophony
871,UMLS:C0024228_lymphatic  diseases,160,UMLS:C0332575_redness
872,UMLS:C0024228_lymphatic  diseases,160,UMLS:C0019209_hepatomegaly
873,UMLS:C0024228_lymphatic  diseases,160,UMLS:C0015672_fatigue
874,UMLS:C0003507_stenosis  aortic valve,158,UMLS:C0231807_dyspnea on exertion
875,UMLS:C0003507_stenosis  aortic valve,158,UMLS:C0039070_syncope
876,UMLS:C0003507_stenosis  aortic valve,158,UMLS:C0235710_chest discomfort
877,UMLS:C0003507_stenosis  aortic valve,158,UMLS:C0232257_systolic murmur
878,UMLS:C0003507_stenosis  aortic valve,158,UMLS:C0036396_sciatica
879,UMLS:C0003507_stenosis  aortic valve,158,UMLS:C0002962_angina pectoris
880,UMLS:C0003507_stenosis  aortic valve,158,UMLS:C0008031_pain chest
881,UMLS:C0003507_stenosis  aortic valve,158,UMLS:C0577979_frothy sputum
882,UMLS:C0003507_stenosis  aortic valve,158,UMLS:C0428977_bradycardia
883,UMLS:C0003507_stenosis  aortic valve,158,UMLS:C0392680_shortness of breath
884,UMLS:C0003507_stenosis  aortic valve,158,UMLS:C0030193_pain
885,UMLS:C0006142_malignant  neoplasm of breast^UMLS:C0678222_carcinoma breast,152,UMLS:C0024103_mass in breast
886,UMLS:C0006142_malignant  neoplasm of breast^UMLS:C0678222_carcinoma breast,152,UMLS:C0577559_mass of body structure
887,UMLS:C0006142_malignant  neoplasm of breast^UMLS:C0678222_carcinoma breast,152,UMLS:C0030554_paresthesia
888,UMLS:C0006142_malignant  neoplasm of breast^UMLS:C0678222_carcinoma breast,152,UMLS:C0277845_retropulsion
889,UMLS:C0006142_malignant  neoplasm of breast^UMLS:C0678222_carcinoma breast,152,UMLS:C0041834_erythema
890,UMLS:C0006142_malignant  neoplasm of breast^UMLS:C0678222_carcinoma breast,152,UMLS:C1299586_difficulty
891,UMLS:C0006142_malignant  neoplasm of breast^UMLS:C0678222_carcinoma breast,152,UMLS:C0221198_lesion
892,UMLS:C0006142_malignant  neoplasm of breast^UMLS:C0678222_carcinoma breast,152,UMLS:C0239301_estrogen use
893,UMLS:C0006142_malignant  neoplasm of breast^UMLS:C0678222_carcinoma breast,152,UMLS:C0085624_burning sensation
894,UMLS:C0006142_malignant  neoplasm of breast^UMLS:C0678222_carcinoma breast,152,UMLS:C0013404_dyspnea
895,UMLS:C0006142_malignant  neoplasm of breast^UMLS:C0678222_carcinoma breast,152,UMLS:C0038999_swelling
896,UMLS:C0006142_malignant  neoplasm of breast^UMLS:C0678222_carcinoma breast,152,UMLS:C0016579_formication
897,UMLS:C0036341_schizophrenia,147,UMLS:C0233762_hallucinations auditory
898,UMLS:C0036341_schizophrenia,147,UMLS:C0751229_hypersomnolence
899,UMLS:C0036341_schizophrenia,147,UMLS:C0022107_irritable mood
900,UMLS:C0036341_schizophrenia,147,UMLS:C0424068_verbal auditory hallucinations
901,UMLS:C0036341_schizophrenia,147,UMLS:C0376405_patient non compliance
902,UMLS:C0036341_schizophrenia,147,UMLS:C0085631_agitation
903,UMLS:C0036341_schizophrenia,147,UMLS:C0438696_suicidal
904,UMLS:C0036341_schizophrenia,147,UMLS:C0233481_worry
905,UMLS:C0036341_schizophrenia,147,UMLS:C0233763_hallucinations visual
906,UMLS:C0036341_schizophrenia,147,UMLS:C0041667_underweight^UMLS:C1319518_underweight
907,UMLS:C0036341_schizophrenia,147,UMLS:C0237154_homelessness
908,UMLS:C0012813_diverticulitis,145,UMLS:C0000737_pain abdominal
909,UMLS:C0012813_diverticulitis,145,UMLS:C0549483_abscess bacterial
910,UMLS:C0012813_diverticulitis,145,UMLS:C0541911_dullness
911,UMLS:C0012813_diverticulitis,145,UMLS:C0857199_red blotches
912,UMLS:C0012813_diverticulitis,145,UMLS:C0011991_diarrhea
913,UMLS:C0012813_diverticulitis,145,UMLS:C0234233_sore to touch
914,UMLS:C0012813_diverticulitis,145,UMLS:C0013428_dysuria
915,UMLS:C0012813_diverticulitis,145,UMLS:C0030193_pain
916,UMLS:C0012813_diverticulitis,145,UMLS:C0042963_vomiting
917,UMLS:C0012813_diverticulitis,145,UMLS:C0232201_sinus rhythm
918,UMLS:C0012813_diverticulitis,145,UMLS:C0232488_colic abdominal
919,UMLS:C0012813_diverticulitis,145,UMLS:C0277797_apyrexial
920,UMLS:C0012813_diverticulitis,145,UMLS:C0232498_abdominal tenderness
921,UMLS:C0012813_diverticulitis,145,UMLS:C0015967_fever
922,UMLS:C0012813_diverticulitis,145,UMLS:C1273573_unsteady gait
923,UMLS:C0012813_diverticulitis,145,UMLS:C0205400_thicken
924,UMLS:C0012813_diverticulitis,145,UMLS:C0085606_urgency of micturition
925,UMLS:C0012813_diverticulitis,145,UMLS:C0003123_anorexia
926,UMLS:C0012813_diverticulitis,145,UMLS:C0746619_monoclonal
927,UMLS:C0012813_diverticulitis,145,UMLS:C0009806_constipation
928,UMLS:C0546817_overload  fluid,144,UMLS:C0034642_rale
929,UMLS:C0546817_overload  fluid,144,UMLS:C0240100_jugular venous distention
930,UMLS:C0546817_overload  fluid,144,UMLS:C0020461_hyperkalemia
931,UMLS:C0546817_overload  fluid,144,UMLS:C0085619_orthopnea
932,UMLS:C0546817_overload  fluid,144,UMLS:C0392680_shortness of breath
933,UMLS:C0546817_overload  fluid,144,UMLS:C0013144_drowsiness^UMLS:C0234450_sleepy
934,UMLS:C0546817_overload  fluid,144,UMLS:C0043094_weight gain
935,UMLS:C0546817_overload  fluid,144,UMLS:C0020621_hypokalemia
936,UMLS:C0546817_overload  fluid,144,UMLS:C0020649_hypotension
937,UMLS:C0546817_overload  fluid,144,UMLS:C0038999_swelling
938,UMLS:C0546817_overload  fluid,144,UMLS:C0000731_distended abdomen
939,UMLS:C0030920_ulcer  peptic,143,UMLS:C0000737_pain abdominal
940,UMLS:C0030920_ulcer  peptic,143,UMLS:C0221166_paraparesis
941,UMLS:C0030920_ulcer  peptic,143,UMLS:C0027497_nausea
942,UMLS:C0030920_ulcer  peptic,143,UMLS:C0042963_vomiting
943,UMLS:C0030920_ulcer  peptic,143,UMLS:C0521516_polymyalgia
944,UMLS:C0030920_ulcer  peptic,143,UMLS:C0848168_out of breath
945,UMLS:C0030920_ulcer  peptic,143,UMLS:C0008031_pain chest
946,UMLS:C0030920_ulcer  peptic,143,UMLS:C0018991_hemiplegia
947,UMLS:C0030920_ulcer  peptic,143,UMLS:C0232517_gurgle
948,UMLS:C0030920_ulcer  peptic,143,UMLS:C0020175_hunger
949,UMLS:C0030920_ulcer  peptic,143,UMLS:C0277797_apyrexial
950,UMLS:C0030920_ulcer  peptic,143,UMLS:C0027769_nervousness
951,UMLS:C0029443_osteomyelitis,142,UMLS:C0030193_pain
952,UMLS:C0029443_osteomyelitis,142,UMLS:C0332575_redness
953,UMLS:C0029443_osteomyelitis,142,UMLS:C0240813_prostate tender
954,UMLS:C0029443_osteomyelitis,142,UMLS:C0015967_fever
955,UMLS:C0029443_osteomyelitis,142,UMLS:C0241705_difficulty passing urine
956,UMLS:C0029443_osteomyelitis,142,UMLS:C0234233_sore to touch
957,UMLS:C0029443_osteomyelitis,142,UMLS:C0038999_swelling
958,UMLS:C0029443_osteomyelitis,142,UMLS:C0277797_apyrexial
959,UMLS:C0029443_osteomyelitis,142,UMLS:C0041834_erythema
960,UMLS:C0029443_osteomyelitis,142,UMLS:C0549483_abscess bacterial
961,UMLS:C0029443_osteomyelitis,142,UMLS:C0016512_pain foot
962,UMLS:C0029443_osteomyelitis,142,UMLS:C0152032_urinary hesitation
963,UMLS:C0017152_gastritis,140,UMLS:C0744740_heme positive
964,UMLS:C0017152_gastritis,140,UMLS:C0000737_pain abdominal
965,UMLS:C0017152_gastritis,140,UMLS:C0042963_vomiting
966,UMLS:C0017152_gastritis,140,UMLS:C0281825_disequilibrium
967,UMLS:C0017152_gastritis,140,UMLS:C0027497_nausea
968,UMLS:C0017152_gastritis,140,UMLS:C0728899_intoxication
969,UMLS:C0017152_gastritis,140,UMLS:C0019080_haemorrhage
970,UMLS:C0017152_gastritis,140,UMLS:C0744492_guaiac positive
971,UMLS:C0017152_gastritis,140,UMLS:C0030193_pain
972,UMLS:C0017152_gastritis,140,UMLS:C0043096_decreased body weight
973,UMLS:C0017152_gastritis,140,UMLS:C0234233_sore to touch
974,UMLS:C0017152_gastritis,140,UMLS:C0012833_dizziness
975,UMLS:C0004610_bacteremia,142,UMLS:C0015967_fever
976,UMLS:C0004610_bacteremia,142,UMLS:C0085593_chill
977,UMLS:C0004610_bacteremia,142,UMLS:C0016382_flushing
978,UMLS:C0004610_bacteremia,142,UMLS:C0241526_unresponsiveness
979,UMLS:C0004610_bacteremia,142,UMLS:C0085632_indifferent mood
980,UMLS:C0004610_bacteremia,142,UMLS:C1313921_urinoma
981,UMLS:C0004610_bacteremia,142,UMLS:C0042963_vomiting
982,UMLS:C0004610_bacteremia,142,UMLS:C0000731_distended abdomen
983,UMLS:C0004610_bacteremia,142,UMLS:C0239981_hypoalbuminemia
984,UMLS:C0004610_bacteremia,142,UMLS:C0241157_pustule
985,UMLS:C0004610_bacteremia,142,UMLS:C0242453_prostatism
986,UMLS:C0004610_bacteremia,142,UMLS:C0011991_diarrhea
987,UMLS:C0004610_bacteremia,142,UMLS:C0232498_abdominal tenderness
988,UMLS:C0004610_bacteremia,142,UMLS:C0008033_pleuritic pain
989,UMLS:C0004610_bacteremia,142,UMLS:C0029053_decreased translucency
990,UMLS:C0004610_bacteremia,142,UMLS:C0030232_pallor
991,UMLS:C0035078_failure  kidney,140,UMLS:C0085619_orthopnea
992,UMLS:C0035078_failure  kidney,140,UMLS:C0028961_oliguria
993,UMLS:C0035078_failure  kidney,140,UMLS:C0232854_slowing of urinary stream
994,UMLS:C0035078_failure  kidney,140,UMLS:C0277794_extreme exhaustion
995,UMLS:C0035078_failure  kidney,140,UMLS:C0241526_unresponsiveness
996,UMLS:C0035078_failure  kidney,140,UMLS:C0020649_hypotension
997,UMLS:C0035078_failure  kidney,140,UMLS:C0014394_enuresis
998,UMLS:C0035078_failure  kidney,140,UMLS:C0392680_shortness of breath
999,UMLS:C0035078_failure  kidney,140,UMLS:C0019080_haemorrhage
1000,UMLS:C0035078_failure  kidney,140,UMLS:C0242453_prostatism
1001,UMLS:C0035078_failure  kidney,140,UMLS:C0442739_no status change
1002,UMLS:C0035078_failure  kidney,140,UMLS:C0425251_bedridden^UMLS:C0741453_bedridden
1003,UMLS:C0035078_failure  kidney,140,UMLS:C0015672_fatigue
1004,UMLS:C0002895_sickle  cell anemia,140,UMLS:C1135120_breakthrough pain
1005,UMLS:C0002895_sickle  cell anemia,140,UMLS:C0004604_pain back
1006,UMLS:C0002895_sickle  cell anemia,140,UMLS:C0030193_pain
1007,UMLS:C0002895_sickle  cell anemia,140,UMLS:C0392680_shortness of breath
1008,UMLS:C0002895_sickle  cell anemia,140,UMLS:C1260880_snuffle
1009,UMLS:C0002895_sickle  cell anemia,140,UMLS:C0008031_pain chest
1010,UMLS:C0002895_sickle  cell anemia,140,UMLS:C0000737_pain abdominal
1011,UMLS:C0002895_sickle  cell anemia,140,UMLS:C0019214_hepatosplenomegaly
1012,UMLS:C0002895_sickle  cell anemia,140,UMLS:C0457097_green sputum
1013,UMLS:C0002895_sickle  cell anemia,140,UMLS:C0277797_apyrexial
1014,UMLS:C0002895_sickle  cell anemia,140,UMLS:C0018681_headache
1015,UMLS:C0018801_failure  heart,138,UMLS:C0085619_orthopnea
1016,UMLS:C0018801_failure  heart,138,UMLS:C0015672_fatigue
1017,UMLS:C0018801_failure  heart,138,UMLS:C0231807_dyspnea on exertion
1018,UMLS:C0018801_failure  heart,138,UMLS:C0013404_dyspnea
1019,UMLS:C0018801_failure  heart,138,UMLS:C0392680_shortness of breath
1020,UMLS:C0018801_failure  heart,138,UMLS:C0232258_pansystolic murmur
1021,UMLS:C0018801_failure  heart,138,UMLS:C0240100_jugular venous distention
1022,UMLS:C0018801_failure  heart,138,UMLS:C0694547_systolic ejection murmur
1023,UMLS:C0018801_failure  heart,138,UMLS:C0020649_hypotension
1024,UMLS:C0018801_failure  heart,138,UMLS:C0002962_angina pectoris
1025,UMLS:C0018801_failure  heart,138,UMLS:C0086439_hypokinesia
1026,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0010200_cough
1027,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0242429_throat sore
1028,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0043144_wheezing
1029,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0392680_shortness of breath
